flight_number,scheduled_departure_date,total_pax,departure_delay_min
2323,2025-08-10,305,-1.00
5045,2025-08-13,44,29.00
5136,2025-08-12,7,111.00
2635,2025-08-07,162,47.00
1485,2025-08-09,155,29.00
4389,2025-08-12,57,97.00
1314,2025-08-05,225,31.00
4766,2025-08-08,47,70.00
4463,2025-08-12,57,142.00
1124,2025-08-14,184,5.00
3464,2025-08-07,71,8.00
4474,2025-08-03,61,-1.00
1872,2025-08-05,158,-2.00
1124,2025-08-13,173,148.00
1989,2025-08-06,157,135.00
3569,2025-08-13,85,-5.00
5946,2025-08-07,82,59.00
5821,2025-08-05,49,-1.00
3685,2025-08-14,80,-9.00
5250,2025-08-05,81,3.00
3716,2025-08-15,73,-3.00
5094,2025-08-09,66,24.00
219,2025-08-05,420,-4.00
5505,2025-08-11,47,15.00
1301,2025-08-10,121,177.00
592,2025-08-11,103,-3.00
5607,2025-08-01,86,17.00
5121,2025-08-06,10,52.00
2189,2025-08-11,200,32.00
4542,2025-08-04,45,15.00
1492,2025-08-05,76,88.00
4599,2025-08-15,46,8.00
5836,2025-08-12,52,-10.00
721,2025-08-04,193,-6.00
2343,2025-08-01,132,9.00
5988,2025-08-14,76,-8.00
1834,2025-08-01,213,18.00
2067,2025-08-15,133,43.00
5493,2025-08-08,52,-6.00
2040,2025-08-14,181,-1.00
929,2025-08-14,125,-2.00
533,2025-08-11,169,67.00
1857,2025-08-06,181,-4.00
1620,2025-08-07,239,39.00
2232,2025-08-12,144,14.00
4778,2025-08-14,54,-3.00
4185,2025-08-04,52,-5.00
1215,2025-08-14,177,10.00
118,2025-08-13,212,45.00
5852,2025-08-04,74,-2.00
6002,2025-08-15,58,0.00
1580,2025-08-04,183,-5.00
1030,2025-08-14,137,12.00
4395,2025-08-04,58,-10.00
3402,2025-08-07,77,-1.00
2677,2025-08-02,207,3.00
1775,2025-08-06,246,-6.00
1304,2025-08-03,191,-6.00
561,2025-08-14,155,-2.00
1381,2025-08-03,173,-5.00
5382,2025-08-05,43,1.00
5763,2025-08-08,97,-3.00
5289,2025-08-07,55,-9.00
4613,2025-08-01,52,-5.00
2200,2025-08-12,82,96.00
5534,2025-08-07,53,-2.00
5729,2025-08-12,51,0.00
4611,2025-08-05,44,3.00
4613,2025-08-03,60,43.00
4468,2025-08-07,50,6.00
5121,2025-08-15,8,-10.00
3571,2025-08-15,63,-1.00
5135,2025-08-03,26,98.00
5362,2025-08-04,45,-4.00
5382,2025-08-02,47,-6.00
5118,2025-08-05,43,-5.00
4712,2025-08-10,67,28.00
5868,2025-08-14,70,3.00
118,2025-08-01,204,82.00
2138,2025-08-05,196,40.00
1761,2025-08-14,109,11.00
5038,2025-08-08,51,-4.00
1129,2025-08-13,194,102.00
2497,2025-08-04,115,5.00
4613,2025-08-07,47,-8.00
5020,2025-08-15,31,-10.00
1842,2025-08-02,271,-3.00
5362,2025-08-02,48,50.00
2104,2025-08-02,161,-3.00
5230,2025-08-02,64,-7.00
1324,2025-08-11,224,-2.00
3605,2025-08-09,124,-2.00
5020,2025-08-08,23,-10.00
2329,2025-08-14,132,-2.00
767,2025-08-09,207,31.00
2628,2025-08-08,75,35.00
4568,2025-08-13,66,3.00
5447,2025-08-03,74,-3.00
1761,2025-08-10,131,39.00
970,2025-08-10,191,0.00
468,2025-08-01,219,2.00
5795,2025-08-03,83,-1.00
1448,2025-08-02,164,-2.00
1129,2025-08-15,187,-5.00
953,2025-08-15,260,3.00
247,2025-08-12,122,435.00
4474,2025-08-02,62,-11.00
3421,2025-08-14,74,-2.00
2147,2025-08-14,114,154.00
767,2025-08-02,241,6.00
4599,2025-08-01,48,114.00
3493,2025-08-14,89,-1.00
4584,2025-08-01,59,72.00
5020,2025-08-14,32,80.00
5568,2025-08-10,52,22.00
5136,2025-08-11,6,-8.00
1941,2025-08-07,130,0.00
4600,2025-08-04,54,-2.00
2202,2025-08-10,216,182.00
1634,2025-08-14,179,-4.00
2665,2025-08-12,169,152.00
2147,2025-08-04,108,2.00
5841,2025-08-13,56,6.00
5493,2025-08-07,58,-1.00
767,2025-08-15,103,9.00
2144,2025-08-02,144,-4.00
2627,2025-08-08,82,2.00
2465,2025-08-04,236,-9.00
2657,2025-08-04,200,2.00
2225,2025-08-01,192,5.00
1010,2025-08-01,121,37.00
1658,2025-08-13,133,-3.00
5948,2025-08-04,78,47.00
1616,2025-08-05,154,2.00
4416,2025-08-08,56,-6.00
3542,2025-08-02,114,-4.00
2378,2025-08-13,128,-2.00
288,2025-08-01,226,4.00
2609,2025-08-04,134,-10.00
4600,2025-08-15,37,-4.00
359,2025-08-08,175,11.00
4554,2025-08-12,55,-2.00
5568,2025-08-07,48,-4.00
5352,2025-08-06,46,1.00
3568,2025-08-10,86,-7.00
1198,2025-08-04,248,2.00
5262,2025-08-13,53,2.00
5100,2025-08-10,27,46.00
3571,2025-08-12,36,328.00
3402,2025-08-05,83,-8.00
5275,2025-08-12,30,109.00
5699,2025-08-06,64,-6.00
422,2025-08-09,354,-4.00
2011,2025-08-02,192,7.00
2099,2025-08-01,197,30.00
5045,2025-08-11,38,-6.00
2251,2025-08-15,127,-4.00
2426,2025-08-03,215,21.00
2417,2025-08-05,205,-1.00
1144,2025-08-09,208,77.00
422,2025-08-12,332,33.00
5601,2025-08-03,51,6.00
1616,2025-08-08,129,5.00
1848,2025-08-02,232,0.00
4452,2025-08-11,50,-1.00
2657,2025-08-02,197,-4.00
5836,2025-08-01,50,-12.00
2232,2025-08-03,49,-4.00
1693,2025-08-11,141,16.00
5668,2025-08-07,45,2.00
1491,2025-08-13,153,-3.00
4456,2025-08-03,52,-3.00
5729,2025-08-03,64,-5.00
2418,2025-08-05,161,0.00
1677,2025-08-03,193,-2.00
356,2025-08-07,116,7.00
2487,2025-08-11,135,3.00
5272,2025-08-08,51,-5.00
2290,2025-08-02,149,28.00
3498,2025-08-10,39,0.00
5253,2025-08-10,95,9.00
4599,2025-08-08,49,-6.00
769,2025-08-12,157,45.00
929,2025-08-10,142,15.00
2329,2025-08-11,137,-2.00
5225,2025-08-05,47,-2.00
4389,2025-08-13,51,114.00
5229,2025-08-11,71,18.00
2005,2025-08-01,175,33.00
1851,2025-08-01,137,5.00
1693,2025-08-02,183,0.00
5138,2025-08-15,27,100.00
2189,2025-08-06,196,3.00
5984,2025-08-14,75,-9.00
5108,2025-08-09,38,8.00
5382,2025-08-04,47,-5.00
5795,2025-08-11,72,-1.00
5968,2025-08-03,114,-1.00
1832,2025-08-15,67,-7.00
5999,2025-08-15,69,-2.00
3523,2025-08-11,66,-8.00
533,2025-08-06,149,279.00
576,2025-08-03,226,0.00
1495,2025-08-14,145,50.00
972,2025-08-12,284,13.00
1577,2025-08-02,290,0.00
2385,2025-08-10,214,2.00
1082,2025-08-02,200,0.00
3718,2025-08-14,82,32.00
1677,2025-08-08,208,0.00
2361,2025-08-05,262,46.00
5275,2025-08-09,47,6.00
1580,2025-08-09,207,34.00
3654,2025-08-01,74,0.00
3569,2025-08-14,89,-5.00
611,2025-08-15,204,-3.00
4458,2025-08-02,51,-8.00
1657,2025-08-12,143,-6.00
2154,2025-08-04,206,9.00
534,2025-08-01,209,10.00
2378,2025-08-01,241,5.00
1811,2025-08-02,209,5.00
4380,2025-08-04,42,0.00
617,2025-08-04,182,-9.00
5251,2025-08-14,54,1.00
4563,2025-08-01,50,-3.00
1793,2025-08-03,154,-3.00
307,2025-08-12,116,-6.00
1538,2025-08-13,152,-6.00
265,2025-08-02,146,35.00
5847,2025-08-01,85,4.00
5474,2025-08-09,48,7.00
4502,2025-08-14,44,-10.00
5280,2025-08-04,60,-1.00
4390,2025-08-02,49,-5.00
5289,2025-08-06,60,-4.00
5499,2025-08-11,41,8.00
5021,2025-08-05,52,-7.00
1413,2025-08-03,190,2.00
2040,2025-08-06,184,108.00
2067,2025-08-03,152,-8.00
1899,2025-08-06,115,80.00
343,2025-08-10,177,5.00
2177,2025-08-01,131,4.00
1224,2025-08-08,143,-5.00
224,2025-08-04,169,-6.00
468,2025-08-10,208,13.00
2148,2025-08-01,168,62.00
533,2025-08-03,156,6.00
2059,2025-08-15,195,24.00
3,2025-08-11,187,18.00
1239,2025-08-04,172,-4.00
1859,2025-08-08,164,-5.00
1974,2025-08-04,143,-3.00
466,2025-08-03,132,49.00
1641,2025-08-05,39,0.00
3694,2025-08-08,82,-10.00
2465,2025-08-07,205,134.00
3716,2025-08-03,85,3.00
777,2025-08-01,213,37.00
2862,2025-08-10,199,1.00
5901,2025-08-04,65,-2.00
5901,2025-08-14,88,12.00
534,2025-08-14,204,141.00
5253,2025-08-01,87,4.00
4588,2025-08-06,56,7.00
1710,2025-08-09,193,32.00
1740,2025-08-12,100,-5.00
4507,2025-08-03,61,-6.00
2106,2025-08-01,222,11.00
1113,2025-08-12,133,-4.00
3451,2025-08-03,88,33.00
5624,2025-08-07,85,47.00
1741,2025-08-01,175,-3.00
2090,2025-08-05,143,-9.00
2090,2025-08-07,201,-4.00
5607,2025-08-02,78,0.00
1258,2025-08-02,152,13.00
3641,2025-08-10,71,-5.00
580,2025-08-10,198,44.00
4778,2025-08-15,55,3.00
4451,2025-08-03,54,7.00
4426,2025-08-08,52,-6.00
4507,2025-08-15,38,-4.00
5405,2025-08-02,65,5.00
5726,2025-08-15,44,9.00
5100,2025-08-11,38,19.00
1655,2025-08-03,156,3.00
5219,2025-08-08,56,235.00
5103,2025-08-06,35,-6.00
5841,2025-08-02,96,10.00
5229,2025-08-02,144,-2.00
3708,2025-08-07,68,-9.00
1594,2025-08-13,130,10.00
5290,2025-08-06,66,20.00
5643,2025-08-10,36,-4.00
1270,2025-08-09,259,31.00
3433,2025-08-07,82,10.00
972,2025-08-04,368,31.00
4766,2025-08-09,49,7.00
1564,2025-08-15,171,7.00
2653,2025-08-11,193,-4.00
764,2025-08-11,141,-3.00
2684,2025-08-07,178,-8.00
561,2025-08-12,174,31.00
2211,2025-08-10,171,38.00
1495,2025-08-04,87,8.00
5737,2025-08-05,47,-6.00
5230,2025-08-14,48,-3.00
533,2025-08-10,171,36.00
2195,2025-08-06,134,-6.00
3603,2025-08-11,78,-4.00
1328,2025-08-02,230,-2.00
5474,2025-08-13,43,78.00
5557,2025-08-10,86,36.00
4792,2025-08-06,77,11.00
1983,2025-08-11,202,97.00
4185,2025-08-06,45,-2.00
411,2025-08-14,126,11.00
1335,2025-08-13,164,13.00
2090,2025-08-01,205,23.00
4425,2025-08-02,72,242.00
1377,2025-08-10,163,-10.00
4390,2025-08-06,50,-4.00
1306,2025-08-14,205,4.00
2232,2025-08-10,72,4.00
5272,2025-08-02,44,-4.00
1525,2025-08-09,179,-4.00
5726,2025-08-11,47,9.00
5140,2025-08-02,38,10.00
1077,2025-08-14,65,-10.00
4610,2025-08-09,75,-8.00
3685,2025-08-15,88,-4.00
5915,2025-08-01,58,23.00
4584,2025-08-02,63,-5.00
4507,2025-08-11,37,-6.00
5051,2025-08-09,12,82.00
3451,2025-08-01,79,-4.00
5219,2025-08-03,47,1.00
1584,2025-08-08,239,-4.00
2290,2025-08-14,132,41.00
2333,2025-08-11,194,2.00
533,2025-08-04,159,6.00
6002,2025-08-13,64,1.00
247,2025-08-01,147,-4.00
1041,2025-08-15,120,2.00
2343,2025-08-13,122,7.00
3614,2025-08-15,63,-1.00
1224,2025-08-07,181,-4.00
5874,2025-08-02,57,7.00
2202,2025-08-15,162,5.00
5821,2025-08-11,52,-6.00
5260,2025-08-15,48,17.00
1306,2025-08-12,144,19.00
1778,2025-08-14,97,0.00
5948,2025-08-08,77,38.00
1857,2025-08-07,183,-1.00
5631,2025-08-11,50,-3.00
2672,2025-08-12,175,3.00
1921,2025-08-02,230,-5.00
5610,2025-08-07,49,21.00
1708,2025-08-08,141,0.00
5362,2025-08-03,49,-9.00
5977,2025-08-09,86,20.00
5726,2025-08-13,49,-4.00
3663,2025-08-11,66,3.00
4597,2025-08-04,39,-4.00
5382,2025-08-09,41,-4.00
5874,2025-08-14,44,-7.00
5140,2025-08-09,33,-5.00
609,2025-08-06,175,-5.00
1448,2025-08-08,143,-12.00
1775,2025-08-13,182,-3.00
2201,2025-08-12,154,289.00
2006,2025-08-06,186,6.00
1082,2025-08-07,134,-4.00
1580,2025-08-01,206,45.00
482,2025-08-10,157,15.00
2106,2025-08-03,205,20.00
3493,2025-08-15,71,5.00
3421,2025-08-06,82,6.00
4186,2025-08-07,36,-4.00
920,2025-08-05,196,6.00
2666,2025-08-02,234,-4.00
580,2025-08-14,214,23.00
467,2025-08-02,123,-3.00
1584,2025-08-09,267,-3.00
4748,2025-08-13,41,-3.00
2672,2025-08-13,145,-5.00
3707,2025-08-01,85,102.00
4436,2025-08-06,56,-9.00
609,2025-08-12,173,10.00
2494,2025-08-13,159,16.00
1996,2025-08-01,222,-1.00
3603,2025-08-14,72,-6.00
1215,2025-08-07,160,41.00
1742,2025-08-13,148,10.00
2424,2025-08-09,134,10.00
5534,2025-08-04,48,10.00
5398,2025-08-07,81,-1.00
5532,2025-08-15,53,-6.00
2092,2025-08-01,198,-3.00
5505,2025-08-06,51,-1.00
2254,2025-08-15,228,0.00
1502,2025-08-02,203,-7.00
4552,2025-08-07,53,-3.00
5868,2025-08-07,69,13.00
533,2025-08-07,158,6.00
5140,2025-08-03,48,8.00
4186,2025-08-09,45,-4.00
4542,2025-08-09,60,0.00
1641,2025-08-09,32,125.00
2361,2025-08-03,282,-3.00
909,2025-08-12,206,30.00
5125,2025-08-03,55,-3.00
1363,2025-08-10,225,2.00
2424,2025-08-06,163,10.00
2426,2025-08-01,172,5.00
763,2025-08-08,171,38.00
4395,2025-08-15,47,1.00
2144,2025-08-08,201,-1.00
2862,2025-08-08,186,-7.00
1270,2025-08-15,183,22.00
4636,2025-08-11,52,-6.00
2177,2025-08-13,121,-2.00
4571,2025-08-15,62,11.00
1477,2025-08-07,218,-5.00
5262,2025-08-04,45,51.00
2113,2025-08-13,208,49.00
5668,2025-08-09,68,-9.00
2137,2025-08-05,176,-2.00
1113,2025-08-11,173,-5.00
580,2025-08-15,190,7.00
1974,2025-08-14,135,33.00
2414,2025-08-13,114,-5.00
3569,2025-08-05,81,10.00
5360,2025-08-15,44,115.00
2138,2025-08-09,200,-2.00
5526,2025-08-12,62,238.00
587,2025-08-05,141,2.00
4482,2025-08-13,50,-1.00
929,2025-08-06,193,12.00
669,2025-08-08,79,-6.00
1920,2025-08-09,155,6.00
1306,2025-08-02,256,-2.00
3605,2025-08-02,108,-4.00
592,2025-08-08,174,59.00
5026,2025-08-12,26,6.00
1899,2025-08-10,130,246.00
739,2025-08-05,172,16.00
793,2025-08-14,131,6.00
2040,2025-08-12,118,92.00
310,2025-08-10,133,88.00
349,2025-08-13,190,13.00
587,2025-08-01,197,5.00
2389,2025-08-01,223,65.00
664,2025-08-10,174,8.00
5447,2025-08-11,72,-5.00
2092,2025-08-04,173,-2.00
3641,2025-08-09,93,33.00
970,2025-08-04,225,9.00
729,2025-08-09,119,-4.00
1634,2025-08-15,181,-5.00
5380,2025-08-14,79,-4.00
1634,2025-08-11,208,1.00
3577,2025-08-10,80,-8.00
2640,2025-08-06,75,-4.00
1069,2025-08-11,126,6.00
1583,2025-08-06,169,105.00
2629,2025-08-08,198,14.00
1363,2025-08-09,252,-4.00
1834,2025-08-04,184,15.00
5608,2025-08-11,49,78.00
5748,2025-08-13,84,-3.00
1708,2025-08-01,118,73.00
467,2025-08-06,132,-1.00
3708,2025-08-01,75,-3.00
1941,2025-08-03,130,-4.00
5568,2025-08-03,55,19.00
1599,2025-08-13,470,-5.00
2039,2025-08-04,222,9.00
5810,2025-08-10,58,229.00
5905,2025-08-06,98,-1.00
1129,2025-08-06,108,168.00
4519,2025-08-03,42,7.00
3696,2025-08-07,82,-4.00
3604,2025-08-10,88,-1.00
2652,2025-08-11,130,214.00
5380,2025-08-03,95,-4.00
3655,2025-08-04,76,1.00
5314,2025-08-15,44,19.00
1974,2025-08-02,174,0.00
5444,2025-08-14,70,-4.00
2385,2025-08-03,213,-4.00
1421,2025-08-07,244,-6.00
4416,2025-08-05,49,-7.00
1421,2025-08-11,239,-2.00
1335,2025-08-12,107,213.00
2389,2025-08-14,190,-2.00
5763,2025-08-15,78,-4.00
293,2025-08-02,192,9.00
953,2025-08-02,275,10.00
2280,2025-08-07,240,53.00
5122,2025-08-07,57,-5.00
664,2025-08-03,176,31.00
5269,2025-08-01,50,-5.00
2337,2025-08-15,191,1.00
1878,2025-08-14,221,-3.00
2155,2025-08-14,220,9.00
1577,2025-08-11,268,3.00
2440,2025-08-02,209,0.00
2177,2025-08-11,120,-3.00
1182,2025-08-13,136,-6.00
938,2025-08-11,155,4.00
5585,2025-08-01,57,-4.00
1113,2025-08-08,169,-7.00
4571,2025-08-02,53,45.00
1491,2025-08-02,154,0.00
4504,2025-08-13,45,-5.00
729,2025-08-03,140,0.00
5726,2025-08-06,49,41.00
3610,2025-08-12,56,-9.00
2172,2025-08-09,157,-5.00
2628,2025-08-05,90,24.00
4568,2025-08-11,53,-4.00
5819,2025-08-09,53,-3.00
1363,2025-08-13,212,-5.00
695,2025-08-04,226,8.00
5624,2025-08-10,77,12.00
219,2025-08-02,412,32.00
4552,2025-08-05,64,-4.00
1144,2025-08-04,172,12.00
1324,2025-08-04,218,0.00
5833,2025-08-15,84,1.00
2147,2025-08-15,128,84.00
1198,2025-08-13,259,1.00
5026,2025-08-14,53,5.00
349,2025-08-12,149,36.00
938,2025-08-12,164,17.00
1793,2025-08-02,184,4.00
1316,2025-08-05,146,-8.00
411,2025-08-09,145,1.00
4636,2025-08-14,62,-3.00
1113,2025-08-14,194,46.00
5915,2025-08-08,48,2.00
2426,2025-08-06,207,191.00
1144,2025-08-15,124,174.00
1377,2025-08-12,131,1.00
708,2025-08-03,155,0.00
5446,2025-08-15,89,-1.00
2071,2025-08-15,92,1.00
1485,2025-08-08,227,1.00
3604,2025-08-08,70,38.00
4186,2025-08-12,35,731.00
4599,2025-08-06,46,-6.00
5915,2025-08-04,51,2.00
2387,2025-08-14,111,-7.00
1082,2025-08-14,162,8.00
2629,2025-08-01,199,-2.00
2075,2025-08-09,189,2.00
2481,2025-08-04,164,-2.00
881,2025-08-13,227,-1.00
3598,2025-08-02,75,1.00
2251,2025-08-06,103,-3.00
2343,2025-08-15,106,9.00
534,2025-08-10,185,404.00
2640,2025-08-12,58,-7.00
660,2025-08-02,277,10.00
5538,2025-08-10,47,73.00
2343,2025-08-06,179,-3.00
600,2025-08-03,205,82.00
2385,2025-08-01,179,-6.00
1620,2025-08-13,175,-6.00
5225,2025-08-14,46,-2.00
5555,2025-08-01,45,23.00
359,2025-08-10,166,0.00
5280,2025-08-11,92,22.00
3694,2025-08-12,70,3.00
5795,2025-08-06,82,-2.00
5729,2025-08-11,45,-4.00
3604,2025-08-12,79,145.00
611,2025-08-10,276,6.00
1361,2025-08-14,132,11.00
1580,2025-08-02,204,37.00
4186,2025-08-10,48,20.00
4568,2025-08-06,50,36.00
1182,2025-08-03,150,4.00
4445,2025-08-10,56,-8.00
4188,2025-08-15,46,34.00
5526,2025-08-01,53,12.00
2302,2025-08-14,144,-4.00
1297,2025-08-06,116,-5.00
3422,2025-08-03,80,-4.00
5984,2025-08-13,98,42.00
1616,2025-08-02,163,5.00
3536,2025-08-15,71,-3.00
3542,2025-08-10,76,38.00
5737,2025-08-02,97,8.00
5448,2025-08-08,51,-1.00
5790,2025-08-08,52,39.00
5027,2025-08-04,13,-6.00
5819,2025-08-11,48,-8.00
2426,2025-08-15,157,8.00
4563,2025-08-05,63,-10.00
2494,2025-08-15,153,10.00
580,2025-08-11,205,9.00
349,2025-08-15,139,-2.00
2417,2025-08-10,203,5.00
1643,2025-08-07,235,-3.00
2254,2025-08-04,225,-10.00
1740,2025-08-05,219,-6.00
664,2025-08-04,174,-1.00
1387,2025-08-03,432,-2.00
3716,2025-08-01,87,114.00
788,2025-08-02,205,-4.00
2616,2025-08-06,200,24.00
1168,2025-08-15,221,7.00
503,2025-08-13,281,13.00
5795,2025-08-04,78,-9.00
5398,2025-08-15,67,-4.00
1335,2025-08-01,239,7.00
534,2025-08-13,195,117.00
2616,2025-08-07,182,6.00
987,2025-08-08,420,25.00
2232,2025-08-14,172,-5.00
1525,2025-08-02,190,-3.00
2090,2025-08-09,226,-3.00
468,2025-08-11,224,-1.00
1657,2025-08-06,135,-5.00
2862,2025-08-11,208,-1.00
3635,2025-08-02,95,-2.00
349,2025-08-02,155,0.00
2040,2025-08-10,202,72.00
4186,2025-08-06,30,-6.00
3700,2025-08-08,76,-2.00
2075,2025-08-06,154,128.00
2497,2025-08-13,129,81.00
5352,2025-08-05,70,1.00
1495,2025-08-07,128,2.00
2387,2025-08-11,264,9.00
5608,2025-08-13,53,-4.00
5375,2025-08-09,56,-5.00
359,2025-08-15,169,-7.00
3402,2025-08-08,77,-6.00
4431,2025-08-14,53,0.00
3716,2025-08-02,86,11.00
3696,2025-08-08,68,-9.00
2071,2025-08-09,248,3.00
5219,2025-08-07,36,3.00
793,2025-08-13,129,45.00
286,2025-08-03,152,52.00
4518,2025-08-14,56,90.00
3551,2025-08-09,40,-3.00
4481,2025-08-14,42,-9.00
5099,2025-08-06,41,-5.00
3603,2025-08-03,99,1.00
1801,2025-08-05,265,3.00
219,2025-08-07,423,36.00
609,2025-08-01,194,18.00
1077,2025-08-05,66,-10.00
1316,2025-08-04,138,-5.00
5045,2025-08-14,52,9.00
1113,2025-08-01,184,-8.00
5859,2025-08-07,80,-6.00
2179,2025-08-09,293,139.00
1923,2025-08-15,162,15.00
5847,2025-08-08,73,-4.00
2195,2025-08-13,191,-3.00
2038,2025-08-14,136,-4.00
312,2025-08-09,140,24.00
3603,2025-08-13,86,-4.00
5026,2025-08-03,42,-2.00
2104,2025-08-09,160,-2.00
1178,2025-08-10,191,214.00
556,2025-08-09,88,-3.00
2172,2025-08-08,167,75.00
5577,2025-08-14,63,-5.00
5731,2025-08-14,78,-1.00
5038,2025-08-11,46,-8.00
3523,2025-08-15,88,-1.00
5565,2025-08-09,65,-3.00
5946,2025-08-12,30,91.00
5849,2025-08-02,89,-2.00
2652,2025-08-03,207,5.00
468,2025-08-07,206,16.00
763,2025-08-07,215,-11.00
1304,2025-08-06,160,-4.00
2182,2025-08-06,149,-6.00
2465,2025-08-05,210,69.00
1347,2025-08-13,209,13.00
2071,2025-08-04,204,4.00
1920,2025-08-10,202,95.00
5984,2025-08-04,81,-3.00
2418,2025-08-13,191,-5.00
2361,2025-08-06,291,-3.00
5314,2025-08-04,54,-2.00
2099,2025-08-13,186,5.00
3542,2025-08-01,85,5.00
1363,2025-08-14,214,-5.00
2071,2025-08-05,221,-2.00
580,2025-08-05,225,-4.00
4597,2025-08-07,31,-4.00
1377,2025-08-03,196,-3.00
4436,2025-08-03,50,-6.00
2488,2025-08-14,217,233.00
2385,2025-08-11,181,-6.00
3716,2025-08-08,84,-4.00
1387,2025-08-09,257,23.00
1779,2025-08-01,200,35.00
1215,2025-08-02,211,-4.00
2616,2025-08-14,182,99.00
2278,2025-08-03,236,9.00
777,2025-08-13,114,20.00
2148,2025-08-12,80,199.00
5610,2025-08-10,42,33.00
2211,2025-08-12,64,85.00
5607,2025-08-12,61,-5.00
3696,2025-08-06,78,-5.00
4638,2025-08-14,72,-2.00
4497,2025-08-02,61,72.00
764,2025-08-13,143,0.00
4600,2025-08-14,53,-5.00
5420,2025-08-15,68,1.00
5320,2025-08-07,44,40.00
2075,2025-08-12,156,135.00
1347,2025-08-09,258,19.00
1785,2025-08-09,175,89.00
1851,2025-08-12,83,1.00
2666,2025-08-08,221,-5.00
763,2025-08-11,228,-3.00
2225,2025-08-10,187,-2.00
2640,2025-08-13,104,122.00
3535,2025-08-07,76,-6.00
2201,2025-08-02,261,-2.00
2207,2025-08-08,187,-2.00
3536,2025-08-01,78,69.00
2691,2025-08-14,221,24.00
5292,2025-08-14,77,17.00
1594,2025-08-09,128,-3.00
3655,2025-08-12,73,-2.00
1168,2025-08-06,247,5.00
5446,2025-08-11,78,45.00
764,2025-08-07,154,-5.00
5729,2025-08-05,50,-3.00
4185,2025-08-15,55,0.00
4517,2025-08-09,46,8.00
1398,2025-08-03,181,61.00
2177,2025-08-09,156,18.00
5447,2025-08-15,70,-6.00
4554,2025-08-08,56,4.00
4387,2025-08-11,55,-1.00
2455,2025-08-07,86,-5.00
4748,2025-08-04,46,-6.00
5652,2025-08-10,78,1.00
1741,2025-08-12,152,-5.00
5493,2025-08-03,50,-5.00
1740,2025-08-15,92,-10.00
1491,2025-08-11,126,-6.00
5448,2025-08-13,46,39.00
5230,2025-08-06,51,-2.00
4766,2025-08-07,56,-4.00
5124,2025-08-08,49,17.00
5358,2025-08-04,49,-5.00
4792,2025-08-09,81,5.00
4778,2025-08-11,46,-9.00
3655,2025-08-07,88,-2.00
1252,2025-08-02,102,4.00
2865,2025-08-10,176,11.00
4529,2025-08-05,72,-8.00
3641,2025-08-11,78,-2.00
2038,2025-08-07,89,-7.00
343,2025-08-13,152,-6.00
1583,2025-08-10,135,11.00
907,2025-08-08,394,45.00
2333,2025-08-10,189,-1.00
1421,2025-08-03,261,-4.00
972,2025-08-03,360,30.00
1198,2025-08-12,170,-1.00
3498,2025-08-02,84,-5.00
5836,2025-08-02,62,-2.00
4638,2025-08-04,84,24.00
1324,2025-08-10,212,72.00
1124,2025-08-10,213,47.00
1815,2025-08-03,180,1.00
1967,2025-08-13,178,44.00
1659,2025-08-10,269,1.00
1270,2025-08-10,234,6.00
4460,2025-08-02,50,-5.00
4461,2025-08-03,59,-9.00
378,2025-08-12,277,7.00
310,2025-08-08,152,-1.00
4588,2025-08-08,48,-8.00
2424,2025-08-08,176,-2.00
1634,2025-08-13,195,0.00
5272,2025-08-09,47,-4.00
5045,2025-08-09,50,-4.00
5601,2025-08-14,46,170.00
3571,2025-08-03,89,45.00
5292,2025-08-12,84,0.00
4481,2025-08-11,50,2.00
4463,2025-08-15,41,-11.00
4482,2025-08-06,53,-6.00
4584,2025-08-09,62,-6.00
5051,2025-08-08,19,567.00
4766,2025-08-14,46,-9.00
1775,2025-08-04,192,0.00
4645,2025-08-05,47,-12.00
1269,2025-08-01,158,2.00
399,2025-08-13,182,-3.00
1576,2025-08-04,170,63.00
714,2025-08-03,159,18.00
2067,2025-08-05,203,-8.00
1941,2025-08-09,158,3.00
5395,2025-08-08,75,-5.00
1361,2025-08-15,174,18.00
5290,2025-08-01,80,16.00
5852,2025-08-01,82,-4.00
5534,2025-08-05,83,3.00
1996,2025-08-09,248,-2.00
1674,2025-08-03,214,135.00
1381,2025-08-07,109,-11.00
764,2025-08-03,150,12.00
2090,2025-08-04,202,-1.00
920,2025-08-01,190,-2.00
4519,2025-08-04,40,-4.00
4390,2025-08-04,60,-8.00
2207,2025-08-01,207,29.00
5103,2025-08-14,42,38.00
2672,2025-08-14,152,-5.00
5729,2025-08-14,61,-8.00
4502,2025-08-11,47,-2.00
5847,2025-08-11,78,15.00
5099,2025-08-07,49,-2.00
5499,2025-08-06,16,-1.00
4574,2025-08-13,58,-4.00
4429,2025-08-12,65,53.00
4186,2025-08-01,40,-3.00
5229,2025-08-07,88,-3.00
2179,2025-08-12,235,41.00
970,2025-08-13,215,1.00
1414,2025-08-06,196,132.00
359,2025-08-01,167,-4.00
2106,2025-08-04,225,6.00
1314,2025-08-14,212,-1.00
4791,2025-08-13,43,58.00
5521,2025-08-06,55,-2.00
4502,2025-08-12,55,-7.00
1710,2025-08-13,122,39.00
4600,2025-08-11,50,-3.00
3542,2025-08-12,60,-2.00
2226,2025-08-01,200,-1.00
2182,2025-08-04,146,-5.00
5652,2025-08-11,79,12.00
1452,2025-08-09,218,-5.00
2138,2025-08-11,180,-4.00
1269,2025-08-04,149,0.00
