flight_number,scheduled_departure_date,departure_delay_min,total_pax,ssr_count,load_category,ssr_volume
767,2025-08-14,-5.0,204,44,High Load,High SSR
422,2025-08-02,3.0,340,143,High Load,High SSR
490,2025-08-01,-3.0,141,71,Medium Load,High SSR
291,2025-08-13,24.0,168,60,Medium Load,High SSR
5748,2025-08-11,8.0,71,36,Low Load,Low SSR
2369,2025-08-11,-3.0,200,63,High Load,High SSR
4517,2025-08-13,63.0,55,14,Low Load,Low SSR
5320,2025-08-04,92.0,51,14,Low Load,Low SSR
2172,2025-08-10,65.0,162,99,Medium Load,High SSR
3440,2025-08-05,-5.0,78,24,Medium Load,Low SSR
5593,2025-08-13,-5.0,56,35,Low Load,Low SSR
1113,2025-08-02,-2.0,172,67,High Load,High SSR
1584,2025-08-06,-1.0,247,55,High Load,High SSR
4380,2025-08-03,-7.0,52,10,Low Load,Low SSR
2488,2025-08-12,-7.0,101,82,Medium Load,High SSR
3535,2025-08-05,-8.0,75,27,Medium Load,Low SSR
5790,2025-08-10,126.0,45,30,Low Load,Low SSR
5748,2025-08-14,0.0,72,36,Low Load,Low SSR
2137,2025-08-06,-1.0,171,62,High Load,High SSR
2347,2025-08-14,34.0,198,70,High Load,High SSR
5505,2025-08-10,189.0,29,37,Low Load,Low SSR
343,2025-08-09,-1.0,200,104,High Load,High SSR
411,2025-08-06,-4.0,116,71,Medium Load,High SSR
1941,2025-08-13,-4.0,97,45,Medium Load,High SSR
5833,2025-08-11,0.0,73,27,Medium Load,Low SSR
1006,2025-08-11,20.0,153,85,Medium Load,High SSR
4416,2025-08-07,5.0,52,29,Low Load,Low SSR
5420,2025-08-09,-1.0,45,23,Low Load,Low SSR
5930,2025-08-04,-2.0,47,23,Low Load,Low SSR
617,2025-08-12,224.0,142,94,Medium Load,High SSR
5026,2025-08-06,88.0,21,19,Low Load,Low SSR
1069,2025-08-03,23.0,136,67,Medium Load,High SSR
4461,2025-08-15,-7.0,39,19,Low Load,Low SSR
5448,2025-08-06,1.0,55,26,Low Load,Low SSR
2106,2025-08-10,-1.0,251,56,High Load,High SSR
3718,2025-08-03,-2.0,79,21,Medium Load,Low SSR
2481,2025-08-01,-5.0,187,66,High Load,High SSR
5646,2025-08-01,1.0,58,16,Low Load,Low SSR
2278,2025-08-01,15.0,263,164,High Load,High SSR
4452,2025-08-01,-2.0,45,22,Low Load,Low SSR
845,2025-08-14,139.0,285,212,High Load,High SSR
660,2025-08-12,-5.0,211,55,High Load,High SSR
1923,2025-08-09,65.0,134,56,Medium Load,High SSR
1492,2025-08-11,14.0,131,100,Medium Load,High SSR
2343,2025-08-12,288.0,73,64,Medium Load,High SSR
602,2025-08-12,10.0,82,58,Medium Load,High SSR
2059,2025-08-11,11.0,195,72,High Load,High SSR
2609,2025-08-03,-6.0,156,38,Medium Load,Low SSR
1641,2025-08-10,26.0,90,41,Medium Load,High SSR
2071,2025-08-07,-4.0,209,27,High Load,Low SSR
5532,2025-08-08,-9.0,92,11,Medium Load,Low SSR
5344,2025-08-07,-6.0,48,42,Low Load,High SSR
3433,2025-08-13,-10.0,82,26,Medium Load,Low SSR
5474,2025-08-07,4.0,44,42,Low Load,High SSR
5538,2025-08-04,-8.0,50,21,Low Load,Low SSR
5118,2025-08-13,-3.0,56,43,Low Load,High SSR
793,2025-08-06,13.0,122,93,Medium Load,High SSR
1485,2025-08-02,-9.0,183,78,High Load,High SSR
2211,2025-08-01,4.0,199,87,High Load,High SSR
5225,2025-08-04,7.0,53,21,Low Load,Low SSR
1492,2025-08-12,207.0,80,100,Medium Load,High SSR
2370,2025-08-06,6.0,205,81,High Load,High SSR
5729,2025-08-04,-10.0,54,76,Low Load,High SSR
3641,2025-08-04,38.0,68,19,Low Load,Low SSR
1823,2025-08-09,2.0,236,89,High Load,High SSR
2138,2025-08-02,22.0,193,72,High Load,High SSR
2182,2025-08-03,5.0,180,108,High Load,High SSR
2005,2025-08-02,3.0,128,54,Medium Load,High SSR
5420,2025-08-02,3.0,57,23,Low Load,Low SSR
5427,2025-08-05,-6.0,47,23,Low Load,Low SSR
3,2025-08-09,24.0,179,57,High Load,High SSR
359,2025-08-02,14.0,186,139,High Load,High SSR
3542,2025-08-13,-3.0,61,20,Low Load,Low SSR
669,2025-08-01,-6.0,86,21,Medium Load,Low SSR
3433,2025-08-01,-6.0,75,26,Medium Load,Low SSR
4451,2025-08-10,-6.0,46,1,Low Load,Low SSR
2483,2025-08-06,4.0,204,155,High Load,High SSR
881,2025-08-09,0.0,322,372,High Load,High SSR
1643,2025-08-06,-9.0,201,58,High Load,High SSR
1209,2025-08-07,54.0,200,65,High Load,High SSR
2361,2025-08-08,-3.0,223,46,High Load,High SSR
2347,2025-08-12,217.0,171,70,High Load,High SSR
5280,2025-08-10,20.0,76,17,Medium Load,Low SSR
5737,2025-08-07,16.0,78,13,Medium Load,Low SSR
5448,2025-08-10,5.0,52,26,Low Load,Low SSR
2232,2025-08-15,-4.0,126,20,Medium Load,Low SSR
2040,2025-08-08,23.0,218,53,High Load,High SSR
791,2025-08-06,-2.0,237,31,High Load,Low SSR
2226,2025-08-07,83.0,188,76,High Load,High SSR
1403,2025-08-11,56.0,129,73,Medium Load,High SSR
1124,2025-08-08,30.0,195,103,High Load,High SSR
2417,2025-08-11,5.0,192,110,High Load,High SSR
2039,2025-08-06,134.0,181,94,High Load,High SSR
987,2025-08-13,5.0,382,90,High Load,High SSR
293,2025-08-15,0.0,165,42,Medium Load,High SSR
3468,2025-08-14,-9.0,95,23,Medium Load,Low SSR
275,2025-08-10,8.0,186,47,High Load,High SSR
2090,2025-08-13,-6.0,72,41,Low Load,High SSR
2243,2025-08-06,382.0,113,69,Medium Load,High SSR
5868,2025-08-09,-3.0,86,30,Medium Load,Low SSR
4436,2025-08-11,-5.0,50,23,Low Load,Low SSR
5819,2025-08-04,-10.0,44,25,Low Load,Low SSR
4429,2025-08-14,2.0,50,24,Low Load,Low SSR
1224,2025-08-01,-5.0,237,36,High Load,Low SSR
4451,2025-08-02,31.0,49,1,Low Load,Low SSR
1097,2025-08-09,1.0,149,32,Medium Load,Low SSR
3523,2025-08-08,-2.0,97,33,Medium Load,Low SSR
5763,2025-08-14,-5.0,49,49,Low Load,High SSR
5534,2025-08-08,16.0,65,23,Low Load,Low SSR
399,2025-08-07,-3.0,211,53,High Load,High SSR
481,2025-08-07,76.0,131,54,Medium Load,High SSR
4549,2025-08-11,-3.0,56,26,Low Load,Low SSR
5429,2025-08-09,73.0,100,12,Medium Load,Low SSR
5140,2025-08-12,28.0,22,20,Low Load,Low SSR
5526,2025-08-14,57.0,58,20,Low Load,Low SSR
276,2025-08-08,-4.0,122,48,Medium Load,High SSR
2628,2025-08-12,119.0,88,49,Medium Load,High SSR
1538,2025-08-02,-6.0,196,73,High Load,High SSR
2090,2025-08-06,-6.0,101,41,Medium Load,High SSR
1205,2025-08-10,-3.0,204,67,High Load,High SSR
1324,2025-08-14,1.0,195,78,High Load,High SSR
912,2025-08-06,190.0,153,76,Medium Load,High SSR
5538,2025-08-03,-3.0,50,21,Low Load,Low SSR
3,2025-08-08,2.0,201,57,High Load,High SSR
5557,2025-08-11,-8.0,86,18,Medium Load,Low SSR
4436,2025-08-08,-6.0,50,23,Low Load,Low SSR
4610,2025-08-10,-7.0,54,16,Low Load,Low SSR
503,2025-08-10,10.0,258,108,High Load,High SSR
2154,2025-08-13,69.0,210,88,High Load,High SSR
4584,2025-08-07,82.0,58,22,Low Load,Low SSR
1239,2025-08-11,-2.0,152,75,Medium Load,High SSR
5135,2025-08-07,118.0,46,22,Low Load,Low SSR
2280,2025-08-11,0.0,266,54,High Load,High SSR
5094,2025-08-01,5.0,75,16,Medium Load,Low SSR
1030,2025-08-13,16.0,103,43,Medium Load,High SSR
2148,2025-08-14,13.0,142,46,Medium Load,High SSR
617,2025-08-05,-10.0,133,94,Medium Load,High SSR
909,2025-08-10,0.0,270,194,High Load,High SSR
1693,2025-08-15,-2.0,110,36,Medium Load,Low SSR
721,2025-08-14,-2.0,218,45,High Load,High SSR
1677,2025-08-09,87.0,235,33,High Load,Low SSR
669,2025-08-03,-9.0,149,21,Medium Load,Low SSR
1775,2025-08-15,-1.0,249,69,High Load,High SSR
1135,2025-08-03,-3.0,205,14,High Load,Low SSR
5103,2025-08-02,-5.0,52,22,Low Load,Low SSR
5405,2025-08-09,47.0,51,16,Low Load,Low SSR
1006,2025-08-03,13.0,174,85,High Load,High SSR
4416,2025-08-02,87.0,52,29,Low Load,Low SSR
5859,2025-08-11,-9.0,88,3,Medium Load,Low SSR
1941,2025-08-02,34.0,156,45,Medium Load,High SSR
5352,2025-08-14,105.0,49,26,Low Load,Low SSR
4610,2025-08-08,-1.0,51,16,Low Load,Low SSR
1580,2025-08-08,79.0,205,63,High Load,High SSR
907,2025-08-14,145.0,336,135,High Load,High SSR
5103,2025-08-05,14.0,51,22,Low Load,Low SSR
422,2025-08-14,3.0,351,143,High Load,High SSR
561,2025-08-04,-4.0,187,75,High Load,High SSR
611,2025-08-04,-3.0,255,48,High Load,High SSR
1815,2025-08-10,6.0,163,45,Medium Load,High SSR
4809,2025-08-12,4.0,73,31,Medium Load,Low SSR
1576,2025-08-07,45.0,168,19,Medium Load,Low SSR
2133,2025-08-01,107.0,199,91,High Load,High SSR
399,2025-08-11,-5.0,163,53,Medium Load,High SSR
2200,2025-08-01,18.0,214,80,High Load,High SSR
5631,2025-08-05,-6.0,60,15,Low Load,Low SSR
1010,2025-08-10,0.0,168,24,Medium Load,Low SSR
2333,2025-08-13,-3.0,203,78,High Load,High SSR
4546,2025-08-07,7.0,56,18,Low Load,Low SSR
1328,2025-08-15,11.0,182,67,High Load,High SSR
2387,2025-08-10,-11.0,299,21,High Load,Low SSR
1100,2025-08-03,-5.0,176,36,High Load,Low SSR
5275,2025-08-10,59.0,50,27,Low Load,Low SSR
1531,2025-08-04,44.0,127,102,Medium Load,High SSR
1933,2025-08-02,80.0,195,40,High Load,Low SSR
5138,2025-08-01,183.0,40,9,Low Load,Low SSR
2369,2025-08-12,-2.0,202,63,High Load,High SSR
1933,2025-08-14,2.0,182,40,High Load,Low SSR
5122,2025-08-08,-7.0,43,17,Low Load,Low SSR
118,2025-08-03,47.0,191,69,High Load,High SSR
2640,2025-08-07,-7.0,103,34,Medium Load,Low SSR
1485,2025-08-01,7.0,210,78,High Load,High SSR
359,2025-08-07,-3.0,165,139,Medium Load,High SSR
4530,2025-08-04,-1.0,55,11,Low Load,Low SSR
1975,2025-08-12,-3.0,123,51,Medium Load,High SSR
1113,2025-08-04,-10.0,169,67,High Load,High SSR
5414,2025-08-11,-4.0,71,17,Low Load,Low SSR
2385,2025-08-13,-6.0,172,42,High Load,High SSR
2347,2025-08-02,25.0,167,70,Medium Load,High SSR
5652,2025-08-14,26.0,74,33,Medium Load,Low SSR
5521,2025-08-08,-2.0,46,26,Low Load,Low SSR
2251,2025-08-01,-4.0,142,28,Medium Load,Low SSR
5100,2025-08-01,-7.0,39,25,Low Load,Low SSR
4529,2025-08-06,-6.0,56,19,Low Load,Low SSR
944,2025-08-07,5.0,336,131,High Load,High SSR
4501,2025-08-06,-6.0,44,29,Low Load,Low SSR
5577,2025-08-01,-4.0,88,20,Medium Load,Low SSR
416,2025-08-03,34.0,214,49,High Load,High SSR
399,2025-08-10,235.0,205,53,High Load,High SSR
1270,2025-08-07,-4.0,200,61,High Load,High SSR
1655,2025-08-10,17.0,160,64,Medium Load,High SSR
1655,2025-08-02,0.0,169,64,High Load,High SSR
2414,2025-08-05,-5.0,147,31,Medium Load,Low SSR
5290,2025-08-04,104.0,85,18,Medium Load,Low SSR
5362,2025-08-08,218.0,12,32,Low Load,Low SSR
2418,2025-08-12,-5.0,116,40,Medium Load,Low SSR
4463,2025-08-07,0.0,49,23,Low Load,Low SSR
4502,2025-08-02,-4.0,48,12,Low Load,Low SSR
1363,2025-08-11,-6.0,232,113,High Load,High SSR
2133,2025-08-04,7.0,187,91,High Load,High SSR
1967,2025-08-10,1.0,215,84,High Load,High SSR
1641,2025-08-11,13.0,45,41,Low Load,High SSR
1314,2025-08-07,-3.0,237,94,High Load,High SSR
752,2025-08-15,8.0,142,51,Medium Load,High SSR
2225,2025-08-13,-11.0,119,81,Medium Load,High SSR
4185,2025-08-07,1.0,50,19,Low Load,Low SSR
265,2025-08-01,2.0,124,88,Medium Load,High SSR
3465,2025-08-08,-2.0,68,25,Low Load,Low SSR
5984,2025-08-07,-4.0,91,24,Medium Load,Low SSR
1097,2025-08-10,40.0,127,32,Medium Load,Low SSR
1069,2025-08-08,12.0,103,67,Medium Load,High SSR
3520,2025-08-15,-6.0,61,13,Low Load,Low SSR
5712,2025-08-03,-3.0,82,24,Medium Load,Low SSR
4425,2025-08-09,-6.0,54,18,Low Load,Low SSR
5624,2025-08-11,1.0,90,25,Medium Load,Low SSR
356,2025-08-02,2.0,178,108,High Load,High SSR
5810,2025-08-11,66.0,50,26,Low Load,Low SSR
5984,2025-08-09,-7.0,114,24,Medium Load,Low SSR
374,2025-08-11,4.0,125,85,Medium Load,High SSR
3,2025-08-14,-3.0,182,57,High Load,High SSR
1538,2025-08-04,-9.0,178,73,High Load,High SSR
1708,2025-08-07,3.0,123,48,Medium Load,High SSR
4452,2025-08-14,254.0,38,22,Low Load,Low SSR
791,2025-08-15,60.0,201,31,High Load,Low SSR
2251,2025-08-05,7.0,118,28,Medium Load,Low SSR
3668,2025-08-12,-4.0,51,10,Low Load,Low SSR
2254,2025-08-13,5.0,236,71,High Load,High SSR
422,2025-08-10,5.0,314,143,High Load,High SSR
2440,2025-08-13,0.0,126,92,Medium Load,High SSR
721,2025-08-11,-6.0,211,45,High Load,High SSR
2202,2025-08-08,0.0,194,55,High Load,High SSR
1564,2025-08-09,18.0,192,58,High Load,High SSR
1660,2025-08-15,3.0,256,74,High Load,High SSR
5763,2025-08-06,5.0,63,49,Low Load,High SSR
4186,2025-08-03,-5.0,49,39,Low Load,Low SSR
1209,2025-08-12,175.0,73,65,Medium Load,High SSR
2254,2025-08-09,-5.0,259,71,High Load,High SSR
2414,2025-08-10,-3.0,177,31,High Load,Low SSR
3569,2025-08-10,-4.0,80,38,Medium Load,Low SSR
4638,2025-08-01,2.0,79,33,Medium Load,Low SSR
5608,2025-08-02,-5.0,80,17,Medium Load,Low SSR
1156,2025-08-01,132.0,199,80,High Load,High SSR
5274,2025-08-06,126.0,40,39,Low Load,Low SSR
5026,2025-08-09,-8.0,27,19,Low Load,Low SSR
2195,2025-08-03,43.0,211,85,High Load,High SSR
4712,2025-08-01,31.0,87,22,Medium Load,Low SSR
399,2025-08-14,0.0,181,53,High Load,High SSR
275,2025-08-11,2.0,180,47,High Load,High SSR
5229,2025-08-12,-5.0,60,16,Low Load,Low SSR
5852,2025-08-11,-3.0,60,31,Low Load,Low SSR
791,2025-08-10,12.0,275,31,High Load,Low SSR
4636,2025-08-03,5.0,59,43,Low Load,High SSR
5272,2025-08-12,57.0,55,14,Low Load,Low SSR
5215,2025-08-14,-9.0,52,21,Low Load,Low SSR
3707,2025-08-15,5.0,56,17,Low Load,Low SSR
4645,2025-08-06,2.0,44,23,Low Load,Low SSR
4780,2025-08-02,-4.0,61,20,Low Load,Low SSR
5821,2025-08-03,-7.0,48,16,Low Load,Low SSR
476,2025-08-01,0.0,104,59,Medium Load,High SSR
2649,2025-08-04,-4.0,193,65,High Load,High SSR
1617,2025-08-02,8.0,122,60,Medium Load,High SSR
3694,2025-08-14,8.0,80,26,Medium Load,Low SSR
2665,2025-08-03,16.0,199,96,High Load,High SSR
1996,2025-08-06,-6.0,243,113,High Load,High SSR
2067,2025-08-14,84.0,197,27,High Load,Low SSR
587,2025-08-08,-2.0,166,68,Medium Load,High SSR
482,2025-08-04,2.0,195,28,High Load,Low SSR
4549,2025-08-01,-6.0,55,26,Low Load,Low SSR
1006,2025-08-14,6.0,168,85,Medium Load,High SSR
3464,2025-08-11,-1.0,78,14,Medium Load,Low SSR
1124,2025-08-12,52.0,195,103,High Load,High SSR
1920,2025-08-14,7.0,182,74,High Load,High SSR
467,2025-08-15,-5.0,124,99,Medium Load,High SSR
2179,2025-08-06,222.0,234,104,High Load,High SSR
2067,2025-08-09,-6.0,250,27,High Load,Low SSR
5748,2025-08-03,10.0,79,36,Medium Load,Low SSR
5234,2025-08-06,-3.0,35,18,Low Load,Low SSR
2635,2025-08-01,0.0,148,224,Medium Load,High SSR
445,2025-08-01,-4.0,219,86,High Load,High SSR
4491,2025-08-10,71.0,54,20,Low Load,Low SSR
4416,2025-08-09,7.0,59,29,Low Load,Low SSR
416,2025-08-12,48.0,197,49,High Load,High SSR
2691,2025-08-04,-3.0,187,30,High Load,Low SSR
2658,2025-08-10,8.0,174,104,High Load,High SSR
4491,2025-08-12,891.0,40,20,Low Load,Low SSR
909,2025-08-11,2.0,240,97,High Load,High SSR
5637,2025-08-01,8.0,68,24,Low Load,Low SSR
1823,2025-08-12,-2.0,233,89,High Load,High SSR
4529,2025-08-08,-6.0,58,19,Low Load,Low SSR
5251,2025-08-07,41.0,77,23,Medium Load,Low SSR
5099,2025-08-02,-5.0,68,22,Low Load,Low SSR
1041,2025-08-08,17.0,140,38,Medium Load,Low SSR
1525,2025-08-15,1.0,131,75,Medium Load,High SSR
1879,2025-08-02,-5.0,232,5,High Load,Low SSR
5360,2025-08-12,5.0,47,40,Low Load,Low SSR
5536,2025-08-01,-1.0,77,13,Medium Load,Low SSR
4613,2025-08-09,-4.0,55,13,Low Load,Low SSR
4518,2025-08-03,-1.0,56,31,Low Load,Low SSR
1641,2025-08-14,132.0,33,41,Low Load,High SSR
5138,2025-08-08,109.0,23,9,Low Load,Low SSR
5314,2025-08-13,77.0,38,30,Low Load,Low SSR
4460,2025-08-10,-1.0,48,10,Low Load,Low SSR
2635,2025-08-02,0.0,139,56,Medium Load,High SSR
602,2025-08-10,52.0,182,58,High Load,High SSR
5229,2025-08-04,-7.0,62,16,Low Load,Low SSR
4792,2025-08-01,1.0,87,41,Medium Load,High SSR
2629,2025-08-13,25.0,200,116,High Load,High SSR
1923,2025-08-05,-3.0,167,56,Medium Load,High SSR
3707,2025-08-10,-6.0,61,17,Low Load,Low SSR
1413,2025-08-05,-10.0,154,52,Medium Load,High SSR
2179,2025-08-04,9.0,260,104,High Load,High SSR
2147,2025-08-11,34.0,120,40,Medium Load,Low SSR
490,2025-08-12,0.0,133,71,Medium Load,High SSR
1830,2025-08-13,-2.0,156,70,Medium Load,High SSR
1082,2025-08-15,0.0,142,108,Medium Load,High SSR
2148,2025-08-10,53.0,167,46,Medium Load,High SSR
1006,2025-08-06,164.0,149,85,Medium Load,High SSR
1485,2025-08-05,120.0,197,78,High Load,High SSR
5215,2025-08-15,-9.0,53,21,Low Load,Low SSR
5643,2025-08-08,-3.0,42,25,Low Load,Low SSR
1612,2025-08-07,3.0,100,92,Medium Load,High SSR
4476,2025-08-12,198.0,56,20,Low Load,Low SSR
2138,2025-08-07,1.0,177,72,High Load,High SSR
5108,2025-08-05,39.0,51,33,Low Load,Low SSR
769,2025-08-07,91.0,270,61,High Load,High SSR
4429,2025-08-05,-9.0,55,24,Low Load,Low SSR
1920,2025-08-06,5.0,155,74,Medium Load,High SSR
4518,2025-08-04,21.0,56,31,Low Load,Low SSR
1655,2025-08-06,121.0,131,64,Medium Load,High SSR
2364,2025-08-03,-1.0,150,69,Medium Load,High SSR
592,2025-08-05,-5.0,106,52,Medium Load,High SSR
1291,2025-08-01,-3.0,182,41,High Load,High SSR
4395,2025-08-11,-12.0,27,29,Low Load,Low SSR
5847,2025-08-07,60.0,90,25,Medium Load,Low SSR
3663,2025-08-05,-10.0,59,23,Low Load,Low SSR
5499,2025-08-13,-1.0,28,30,Low Load,Low SSR
5557,2025-08-01,-8.0,79,18,Medium Load,Low SSR
2658,2025-08-01,0.0,178,104,High Load,High SSR
374,2025-08-07,21.0,138,85,Medium Load,High SSR
1403,2025-08-10,16.0,148,73,Medium Load,High SSR
4588,2025-08-10,94.0,49,21,Low Load,Low SSR
4530,2025-08-07,275.0,50,11,Low Load,Low SSR
2155,2025-08-15,94.0,251,73,High Load,High SSR
5021,2025-08-12,51.0,16,28,Low Load,Low SSR
2189,2025-08-07,-5.0,192,62,High Load,High SSR
4416,2025-08-11,-7.0,50,29,Low Load,Low SSR
5375,2025-08-04,21.0,50,19,Low Load,Low SSR
2455,2025-08-10,4.0,91,31,Medium Load,Low SSR
1414,2025-08-08,-3.0,170,70,High Load,High SSR
4585,2025-08-15,-10.0,48,26,Low Load,Low SSR
5526,2025-08-03,7.0,55,20,Low Load,Low SSR
660,2025-08-11,-4.0,271,55,High Load,High SSR
1967,2025-08-02,4.0,227,84,High Load,High SSR
4597,2025-08-08,-10.0,37,7,Low Load,Low SSR
1414,2025-08-14,-1.0,165,70,Medium Load,High SSR
4778,2025-08-07,88.0,56,16,Low Load,Low SSR
5435,2025-08-15,-5.0,77,20,Medium Load,Low SSR
2207,2025-08-07,8.0,183,87,High Load,High SSR
1775,2025-08-02,5.0,238,69,High Load,High SSR
1801,2025-08-03,14.0,251,98,High Load,High SSR
5435,2025-08-03,-4.0,75,20,Medium Load,Low SSR
5398,2025-08-05,23.0,75,16,Medium Load,Low SSR
5038,2025-08-12,19.0,52,41,Low Load,High SSR
5534,2025-08-01,54.0,51,23,Low Load,Low SSR
2323,2025-08-10,-1.0,305,55,High Load,High SSR
5045,2025-08-13,29.0,44,25,Low Load,Low SSR
5136,2025-08-12,111.0,7,17,Low Load,Low SSR
2635,2025-08-07,47.0,162,56,Medium Load,High SSR
1485,2025-08-09,29.0,155,78,Medium Load,High SSR
4389,2025-08-12,97.0,57,21,Low Load,Low SSR
1314,2025-08-05,31.0,225,94,High Load,High SSR
4766,2025-08-08,70.0,47,19,Low Load,Low SSR
4463,2025-08-12,142.0,57,23,Low Load,Low SSR
1124,2025-08-14,5.0,184,103,High Load,High SSR
3464,2025-08-07,8.0,71,14,Low Load,Low SSR
4474,2025-08-03,-1.0,61,14,Low Load,Low SSR
1872,2025-08-05,-2.0,158,101,Medium Load,High SSR
1124,2025-08-13,148.0,173,103,High Load,High SSR
1989,2025-08-06,135.0,157,46,Medium Load,High SSR
3569,2025-08-13,-5.0,85,38,Medium Load,Low SSR
5946,2025-08-07,59.0,82,23,Medium Load,Low SSR
5821,2025-08-05,-1.0,49,16,Low Load,Low SSR
3685,2025-08-14,-9.0,80,19,Medium Load,Low SSR
5250,2025-08-05,3.0,81,14,Medium Load,Low SSR
3716,2025-08-15,-3.0,73,28,Medium Load,Low SSR
5094,2025-08-09,24.0,66,16,Low Load,Low SSR
219,2025-08-05,-4.0,420,93,High Load,High SSR
5505,2025-08-11,15.0,47,37,Low Load,Low SSR
1301,2025-08-10,177.0,121,37,Medium Load,Low SSR
592,2025-08-11,-3.0,103,52,Medium Load,High SSR
5607,2025-08-01,17.0,86,41,Medium Load,High SSR
5121,2025-08-06,52.0,10,19,Low Load,Low SSR
2189,2025-08-11,32.0,200,62,High Load,High SSR
4542,2025-08-04,15.0,45,21,Low Load,Low SSR
1492,2025-08-05,88.0,76,100,Medium Load,High SSR
4599,2025-08-15,8.0,46,16,Low Load,Low SSR
5836,2025-08-12,-10.0,52,17,Low Load,Low SSR
721,2025-08-04,-6.0,193,45,High Load,High SSR
2343,2025-08-01,9.0,132,64,Medium Load,High SSR
5988,2025-08-14,-8.0,76,14,Medium Load,Low SSR
1834,2025-08-01,18.0,213,97,High Load,High SSR
2067,2025-08-15,43.0,133,27,Medium Load,Low SSR
5493,2025-08-08,-6.0,52,18,Low Load,Low SSR
2040,2025-08-14,-1.0,181,53,High Load,High SSR
929,2025-08-14,-2.0,125,66,Medium Load,High SSR
533,2025-08-11,67.0,169,74,High Load,High SSR
1857,2025-08-06,-4.0,181,45,High Load,High SSR
1620,2025-08-07,39.0,239,82,High Load,High SSR
2232,2025-08-12,14.0,144,20,Medium Load,Low SSR
4778,2025-08-14,-3.0,54,16,Low Load,Low SSR
4185,2025-08-04,-5.0,52,19,Low Load,Low SSR
1215,2025-08-14,10.0,177,66,High Load,High SSR
118,2025-08-13,45.0,212,69,High Load,High SSR
5852,2025-08-04,-2.0,74,31,Medium Load,Low SSR
6002,2025-08-15,0.0,58,25,Low Load,Low SSR
1580,2025-08-04,-5.0,183,63,High Load,High SSR
1030,2025-08-14,12.0,137,43,Medium Load,High SSR
4395,2025-08-04,-10.0,58,29,Low Load,Low SSR
3402,2025-08-07,-1.0,77,27,Medium Load,Low SSR
2677,2025-08-02,3.0,207,104,High Load,High SSR
1775,2025-08-06,-6.0,246,69,High Load,High SSR
1304,2025-08-03,-6.0,191,73,High Load,High SSR
561,2025-08-14,-2.0,155,75,Medium Load,High SSR
1381,2025-08-03,-5.0,173,21,High Load,Low SSR
5382,2025-08-05,1.0,43,21,Low Load,Low SSR
5763,2025-08-08,-3.0,97,49,Medium Load,High SSR
5289,2025-08-07,-9.0,55,22,Low Load,Low SSR
4613,2025-08-01,-5.0,52,13,Low Load,Low SSR
2200,2025-08-12,96.0,82,80,Medium Load,High SSR
5534,2025-08-07,-2.0,53,23,Low Load,Low SSR
5729,2025-08-12,0.0,51,76,Low Load,High SSR
4611,2025-08-05,3.0,44,10,Low Load,Low SSR
4613,2025-08-03,43.0,60,13,Low Load,Low SSR
4468,2025-08-07,6.0,50,14,Low Load,Low SSR
5121,2025-08-15,-10.0,8,19,Low Load,Low SSR
3571,2025-08-15,-1.0,63,27,Low Load,Low SSR
5135,2025-08-03,98.0,26,22,Low Load,Low SSR
5362,2025-08-04,-4.0,45,32,Low Load,Low SSR
5382,2025-08-02,-6.0,47,21,Low Load,Low SSR
5118,2025-08-05,-5.0,43,43,Low Load,High SSR
4712,2025-08-10,28.0,67,22,Low Load,Low SSR
5868,2025-08-14,3.0,70,30,Low Load,Low SSR
118,2025-08-01,82.0,204,69,High Load,High SSR
2138,2025-08-05,40.0,196,72,High Load,High SSR
1761,2025-08-14,11.0,109,107,Medium Load,High SSR
5038,2025-08-08,-4.0,51,41,Low Load,High SSR
1129,2025-08-13,102.0,194,23,High Load,Low SSR
2497,2025-08-04,5.0,115,77,Medium Load,High SSR
4613,2025-08-07,-8.0,47,13,Low Load,Low SSR
5020,2025-08-15,-10.0,31,26,Low Load,Low SSR
1842,2025-08-02,-3.0,271,61,High Load,High SSR
5362,2025-08-02,50.0,48,32,Low Load,Low SSR
2104,2025-08-02,-3.0,161,21,Medium Load,Low SSR
5230,2025-08-02,-7.0,64,37,Low Load,Low SSR
1324,2025-08-11,-2.0,224,78,High Load,High SSR
3605,2025-08-09,-2.0,124,19,Medium Load,Low SSR
5020,2025-08-08,-10.0,23,26,Low Load,Low SSR
2329,2025-08-14,-2.0,132,94,Medium Load,High SSR
767,2025-08-09,31.0,207,44,High Load,High SSR
2628,2025-08-08,35.0,75,49,Medium Load,High SSR
4568,2025-08-13,3.0,66,15,Low Load,Low SSR
5447,2025-08-03,-3.0,74,19,Medium Load,Low SSR
1761,2025-08-10,39.0,131,107,Medium Load,High SSR
970,2025-08-10,0.0,191,59,High Load,High SSR
468,2025-08-01,2.0,219,114,High Load,High SSR
5795,2025-08-03,-1.0,83,27,Medium Load,Low SSR
1448,2025-08-02,-2.0,164,78,Medium Load,High SSR
1129,2025-08-15,-5.0,187,23,High Load,Low SSR
953,2025-08-15,3.0,260,89,High Load,High SSR
247,2025-08-12,435.0,122,83,Medium Load,High SSR
4474,2025-08-02,-11.0,62,14,Low Load,Low SSR
3421,2025-08-14,-2.0,74,18,Medium Load,Low SSR
2147,2025-08-14,154.0,114,40,Medium Load,Low SSR
767,2025-08-02,6.0,241,44,High Load,High SSR
4599,2025-08-01,114.0,48,16,Low Load,Low SSR
